train_loss,valid_loss
0.899071,0.849734
0.849531,0.833831
0.836962,0.826822
0.828703,0.826012
0.823670,0.822676
0.820518,0.822151
0.817797,0.820840
0.817696,0.821389
0.812503,0.691207
0.534580,0.455659
0.494930,0.440831
0.483556,0.438910
0.477976,0.434714
0.473456,0.430899
0.432804,0.324404
0.323607,0.250766
0.287046,0.223592
0.253813,0.179948
0.224188,0.162866
0.205881,0.155762
0.193109,0.146111
0.184511,0.140747
0.177138,0.134836
0.171229,0.131572
0.167198,0.126845
0.162542,0.126293
0.159338,0.126263
0.156452,0.125170
0.153297,0.122916
0.152212,0.119054
0.148824,0.118832
0.147211,0.116712
0.145542,0.120853
0.144471,0.116056
0.143247,0.118852
0.141488,0.115944
0.140362,0.115909
0.139846,0.115616
0.138445,0.114507
0.137101,0.114251
0.137374,0.115250
0.136017,0.114089
0.135008,0.119684
0.133965,0.121323
0.133451,0.115504
0.132617,0.115905
0.132103,0.118927
0.131794,0.116057
