train_loss,valid_loss
0.958975,0.885555
0.893056,0.863334
0.873824,0.854791
0.862827,0.854117
0.854091,0.847880
0.848492,0.844691
0.845582,0.842107
0.841141,0.843142
0.838043,0.838801
0.835118,0.838420
0.834989,0.838562
0.834618,0.836801
0.831239,0.833978
0.745591,0.482568
0.493022,0.452359
0.471085,0.443817
0.461558,0.435929
0.454603,0.431957
0.450387,0.429218
0.446694,0.427807
0.443906,0.424090
0.424525,0.384370
0.363422,0.290768
0.310281,0.256745
0.286456,0.241625
0.272787,0.231446
0.262924,0.225693
0.254319,0.222978
0.246342,0.213588
0.238911,0.207627
0.228794,0.191845
0.213836,0.173617
0.199596,0.165378
0.191120,0.157767
0.184542,0.155277
0.179721,0.153548
0.174570,0.149618
0.171101,0.148879
0.167163,0.144425
0.162108,0.140939
0.159218,0.138222
0.156200,0.136354
0.154380,0.133234
0.151211,0.130711
0.148952,0.129187
0.146760,0.127709
0.145026,0.128734
0.143020,0.125790
0.141364,0.123361
0.139671,0.126138
0.137758,0.122065
0.136586,0.122577
0.135908,0.121697
0.134424,0.120380
0.134439,0.118096
0.133220,0.117868
0.132277,0.118802
0.132243,0.118749
0.130699,0.118601
0.130376,0.115027
0.129830,0.118732
0.129040,0.117956
0.128938,0.117818
0.128274,0.117781
0.127995,0.117067
0.127211,0.115925
